Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Ignite vs ISOL-BULIL,Bind,Ignite,14,8,4,2,ISOL-BULIL,12,8,4,0,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Ignite vs ISOL-BULIL,Haven,Ignite,6,3,3,,ISOL-BULIL,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Ignite vs ISOL-BULIL,Icebox,Ignite,13,6,7,,ISOL-BULIL,10,4,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Myst1s Gaming vs Atfinest,Ascent,Myst1s Gaming,10,5,5,,Atfinest,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Myst1s Gaming vs Atfinest,Bind,Myst1s Gaming,5,5,0,,Atfinest,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,GG D'ALESSIO vs BadTurtles Esport,Ascent,GG D'ALESSIO,8,5,3,,BadTurtles Esport,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,GG D'ALESSIO vs BadTurtles Esport,Split,GG D'ALESSIO,14,3,9,2,BadTurtles Esport,12,3,9,0,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,GG D'ALESSIO vs BadTurtles Esport,Haven,GG D'ALESSIO,6,3,3,,BadTurtles Esport,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,GONEXTfast vs Winfinity,Bind,GONEXTfast,4,3,1,,Winfinity,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,GONEXTfast vs Winfinity,Haven,GONEXTfast,1,1,0,,Winfinity,13,2,11,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Evolved Gaming vs eSport Rhein Neckar,Haven,Evolved Gaming,13,6,7,,eSport Rhein Neckar,8,2,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Evolved Gaming vs eSport Rhein Neckar,Ascent,Evolved Gaming,13,9,4,,eSport Rhein Neckar,3,0,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Tarren Mill vs ShifterPro,Ascent,Tarren Mill,13,6,7,,ShifterPro,6,0,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Tarren Mill vs ShifterPro,Split,Tarren Mill,13,10,3,,ShifterPro,2,0,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Wolfix Gaming vs Elo and Muscle,Bind,Wolfix Gaming,8,2,6,,Elo and Muscle,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Wolfix Gaming vs Elo and Muscle,Ascent,Wolfix Gaming,11,3,8,,Elo and Muscle,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,LvL Up Esport vs beneluxjes,Bind,LvL Up Esport,5,5,0,,beneluxjes,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,LvL Up Esport vs beneluxjes,Haven,LvL Up Esport,8,6,2,,beneluxjes,13,7,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,HUILERS vs NoEffort,Haven,HUILERS,6,5,1,,NoEffort,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,HUILERS vs NoEffort,Ascent,HUILERS,13,8,5,,NoEffort,5,1,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,HUILERS vs NoEffort,Bind,HUILERS,6,2,4,,NoEffort,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,team xanax vs Follow My Drone,Ascent,team xanax,13,6,7,,Follow My Drone,11,5,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,team xanax vs Follow My Drone,Bind,team xanax,13,9,4,,Follow My Drone,6,3,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Sprayz Gaming vs Violent Frogs,Ascent,Sprayz Gaming,13,7,6,,Violent Frogs,11,6,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Sprayz Gaming vs Violent Frogs,Split,Sprayz Gaming,13,10,3,,Violent Frogs,2,0,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,E9Sports vs PATATERA SQUAD,Haven,E9Sports,13,7,6,,PATATERA SQUAD,11,6,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,E9Sports vs PATATERA SQUAD,Bind,E9Sports,8,2,6,,PATATERA SQUAD,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Olympiacos Alimou vs 19esports,Haven,Olympiacos Alimou,7,5,2,,19esports,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Olympiacos Alimou vs 19esports,Ascent,Olympiacos Alimou,13,5,8,,19esports,10,3,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Olympiacos Alimou vs 19esports,Bind,Olympiacos Alimou,5,4,1,,19esports,13,5,8,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Voltage vs Vctory Esports,Ascent,Voltage,13,10,3,,Vctory Esports,2,0,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Voltage vs Vctory Esports,Bind,Voltage,13,9,4,,Vctory Esports,4,1,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Hyferion5 Esports vs Team Asteria,Split,Hyferion5 Esports,13,9,4,,Team Asteria,5,2,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Hyferion5 Esports vs Team Asteria,Bind,Hyferion5 Esports,13,8,5,,Team Asteria,11,7,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Dragonballz vs eMonkeyz Club,Split,Dragonballz,6,2,4,,eMonkeyz Club,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Dragonballz vs eMonkeyz Club,Bind,Dragonballz,10,5,5,,eMonkeyz Club,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Bref vs Invicta Gaming,Ascent,Bref,13,8,5,,Invicta Gaming,6,2,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Bref vs Invicta Gaming,Icebox,Bref,13,10,3,,Invicta Gaming,5,3,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Maze E-Sports vs Hardcl1ck Esports,Split,Maze E-Sports,3,3,0,,Hardcl1ck Esports,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Maze E-Sports vs Hardcl1ck Esports,Ascent,Maze E-Sports,2,2,0,,Hardcl1ck Esports,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Billies vs Giga Tacos,Ascent,Billies,6,3,3,,Giga Tacos,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Billies vs Giga Tacos,Bind,Billies,6,5,1,,Giga Tacos,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,KLATWA vs MSR Esport,Icebox,KLATWA,13,10,3,,MSR Esport,2,0,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,KLATWA vs MSR Esport,Bind,KLATWA,13,11,2,,MSR Esport,1,0,1,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,MANGO vs AVEZ Esport,Ascent,MANGO,13,9,4,,AVEZ Esport,4,1,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,MANGO vs AVEZ Esport,Bind,MANGO,13,9,4,,AVEZ Esport,3,0,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Baecon GG vs couchless,Ascent,Baecon GG,12,2,10,0,couchless,14,2,10,2,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Baecon GG vs couchless,Split,Baecon GG,13,8,5,,couchless,7,3,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Baecon GG vs couchless,Bind,Baecon GG,13,8,5,,couchless,6,2,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,DeftFox vs SUPD,Ascent,DeftFox,13,9,4,,SUPD,4,1,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,DeftFox vs SUPD,Bind,DeftFox,13,10,3,,SUPD,2,0,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Macko Esports vs Team Queso,Ascent,Macko Esports,13,9,4,,Team Queso,7,4,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Macko Esports vs Team Queso,Bind,Macko Esports,9,6,3,,Team Queso,13,7,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Macko Esports vs Team Queso,Haven,Macko Esports,13,6,7,,Team Queso,11,5,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,King's Gambit vs CE Calling,Haven,King's Gambit,6,5,1,,CE Calling,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,King's Gambit vs CE Calling,Ascent,King's Gambit,6,5,1,,CE Calling,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Nefarious Gaming vs Ballista,Split,Nefarious Gaming,8,3,5,,Ballista,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Nefarious Gaming vs Ballista,Ascent,Nefarious Gaming,4,3,1,,Ballista,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,HEET vs Illés Akadémia Spirit,Ascent,HEET,13,7,6,,Illés Akadémia Spirit,8,3,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,HEET vs Illés Akadémia Spirit,Haven,HEET,15,0,12,3,Illés Akadémia Spirit,13,12,0,1,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Team Seirin vs Astral Hypnos,Haven,Team Seirin,13,10,3,,Astral Hypnos,7,5,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Team Seirin vs Astral Hypnos,Split,Team Seirin,13,6,7,,Astral Hypnos,7,1,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Endavant vs WLGaming Esports,Ascent,Endavant,2,2,0,,WLGaming Esports,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Endavant vs WLGaming Esports,Haven,Endavant,3,2,1,,WLGaming Esports,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Esport Szombathely vs TauCeti,Haven,Esport Szombathely,4,1,3,,TauCeti,13,2,11,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Esport Szombathely vs TauCeti,Ascent,Esport Szombathely,6,4,2,,TauCeti,13,5,8,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Patchwork vs YAZDA,Icebox,Patchwork,13,9,4,,YAZDA,3,0,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Patchwork vs YAZDA,Haven,Patchwork,13,7,6,,YAZDA,7,2,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,iPon Esport vs IVY,Bind,iPon Esport,13,11,2,,IVY,4,3,1,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,iPon Esport vs IVY,Haven,iPon Esport,5,4,1,,IVY,13,5,8,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,iPon Esport vs IVY,Split,iPon Esport,9,5,4,,IVY,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Rix.GG Thunder vs KPI Gaming,Haven,Rix.GG Thunder,13,5,8,,KPI Gaming,11,4,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Rix.GG Thunder vs KPI Gaming,Bind,Rix.GG Thunder,13,8,5,,KPI Gaming,8,4,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Dame Time vs White Lotus Esports,Split,Dame Time,13,9,4,,White Lotus Esports,5,2,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Dame Time vs White Lotus Esports,Ascent,Dame Time,4,2,2,,White Lotus Esports,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Dame Time vs White Lotus Esports,Bind,Dame Time,13,10,3,,White Lotus Esports,9,7,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Team Galaga vs dfiance,Ascent,Team Galaga,13,8,5,,dfiance,9,5,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Team Galaga vs dfiance,Haven,Team Galaga,19,6,6,7,dfiance,17,6,6,5,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Acend vs Edelweiss Esports,Haven,Acend,13,11,2,,Edelweiss Esports,1,0,1,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Acend vs Edelweiss Esports,Bind,Acend,13,10,3,,Edelweiss Esports,5,3,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,John Howard vs Evenate Gaming,Haven,John Howard,13,9,4,,Evenate Gaming,5,2,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,John Howard vs Evenate Gaming,Ascent,John Howard,13,9,4,,Evenate Gaming,5,2,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,FTW Esports vs Lucky Boys,Split,FTW Esports,7,6,1,,Lucky Boys,13,7,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,FTW Esports vs Lucky Boys,Haven,FTW Esports,13,10,3,,Lucky Boys,5,3,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,FTW Esports vs Lucky Boys,Bind,FTW Esports,10,5,5,,Lucky Boys,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Hogwarts vs dior,Haven,Hogwarts,13,12,1,,dior,0,0,0,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Hogwarts vs dior,Ascent,Hogwarts,7,4,3,,dior,13,5,8,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Hogwarts vs dior,Split,Hogwarts,13,8,5,,dior,5,1,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Lucent Esports vs Red,Bind,Lucent Esports,13,9,4,,Red,5,2,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Lucent Esports vs Red,Ascent,Lucent Esports,13,8,5,,Red,8,4,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Teamates Gaming vs ET ELLER ANDET FEDT,Ascent,Teamates Gaming,2,2,0,,ET ELLER ANDET FEDT,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Teamates Gaming vs ET ELLER ANDET FEDT,Bind,Teamates Gaming,3,1,2,,ET ELLER ANDET FEDT,13,2,11,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,animel vs Nexus Gaming,Split,animel,13,6,7,,Nexus Gaming,7,1,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,animel vs Nexus Gaming,Bind,animel,4,3,1,,Nexus Gaming,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,animel vs Nexus Gaming,Haven,animel,12,6,6,0,Nexus Gaming,14,6,6,2,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Cyberbullies vs anorthosis famagusta esports,Haven,Cyberbullies,16,6,6,4,anorthosis famagusta esports,14,6,6,2,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Cyberbullies vs anorthosis famagusta esports,Split,Cyberbullies,13,8,5,,anorthosis famagusta esports,7,3,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Illuminar Gaming vs DNA PEEK,Ascent,Illuminar Gaming,13,7,6,,DNA PEEK,7,2,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Illuminar Gaming vs DNA PEEK,Split,Illuminar Gaming,11,4,7,,DNA PEEK,13,5,8,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Illuminar Gaming vs DNA PEEK,Bind,Illuminar Gaming,13,9,4,,DNA PEEK,3,0,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,TheLastResort vs Average Joes,Ascent,TheLastResort,12,5,7,0,Average Joes,14,5,7,2,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,TheLastResort vs Average Joes,Haven,TheLastResort,13,7,6,,Average Joes,9,4,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,TheLastResort vs Average Joes,Bind,TheLastResort,7,4,3,,Average Joes,13,5,8,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,NecroRaisers vs Out of sight,Haven,NecroRaisers,13,6,7,,Out of sight,11,5,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,NecroRaisers vs Out of sight,Bind,NecroRaisers,13,6,7,,Out of sight,11,5,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,onliner$ vs Gold Chains,Bind,onliner$,13,9,4,,Gold Chains,3,0,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,onliner$ vs Gold Chains,Haven,onliner$,13,9,4,,Gold Chains,7,4,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,McDDonalds Esports vs Honvéd Esport,Bind,McDDonalds Esports,9,3,6,,Honvéd Esport,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,McDDonalds Esports vs Honvéd Esport,Haven,McDDonalds Esports,2,2,0,,Honvéd Esport,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Take A Nap vs INCENTIVE,Ascent,Take A Nap,13,9,4,,INCENTIVE,4,1,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Take A Nap vs INCENTIVE,Bind,Take A Nap,13,10,3,,INCENTIVE,4,2,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Ovation eSports vs Chicky Bucky,Split,Ovation eSports,13,8,5,,Chicky Bucky,6,2,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Ovation eSports vs Chicky Bucky,Bind,Ovation eSports,13,12,1,,Chicky Bucky,0,0,0,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,F9 Hetic vs Vertigang,Ascent,F9 Hetic,13,5,8,,Vertigang,11,4,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,F9 Hetic vs Vertigang,Haven,F9 Hetic,13,7,6,,Vertigang,8,3,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,L'institut vs Hadi's boys,Ascent,L'institut,13,9,4,,Hadi's boys,5,2,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,L'institut vs Hadi's boys,Haven,L'institut,13,10,3,,Hadi's boys,3,1,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Reactor Squad Parare vs Digital Ninjas,Ascent,Reactor Squad Parare,12,4,8,0,Digital Ninjas,14,4,8,2,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Reactor Squad Parare vs Digital Ninjas,Haven,Reactor Squad Parare,10,9,1,,Digital Ninjas,13,10,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,PHODON.FRAGSTER vs SAW,Ascent,PHODON.FRAGSTER,3,3,0,,SAW,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,PHODON.FRAGSTER vs SAW,Bind,PHODON.FRAGSTER,3,3,0,,SAW,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,CiNOZE vs fortytwo,Ascent,CiNOZE,11,4,7,,fortytwo,13,5,8,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,CiNOZE vs fortytwo,Haven,CiNOZE,13,7,6,,fortytwo,7,2,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,CiNOZE vs fortytwo,Split,CiNOZE,13,6,7,,fortytwo,7,1,6,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,GreyFace vs Wave Esports,Haven,GreyFace,3,0,0,,Wave Esports,13,0,0,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,GreyFace vs Wave Esports,Bind,GreyFace,4,0,0,,Wave Esports,13,0,0,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,FNATIC vs Dark Tigers,Ascent,FNATIC,13,8,5,,Dark Tigers,6,2,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,FNATIC vs Dark Tigers,Haven,FNATIC,13,10,3,,Dark Tigers,2,0,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Ninjas in Pyjamas vs Moose Knucklers,Haven,Ninjas in Pyjamas,13,8,5,,Moose Knucklers,6,2,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Ninjas in Pyjamas vs Moose Knucklers,Split,Ninjas in Pyjamas,13,10,3,,Moose Knucklers,2,0,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Alliance vs 123TAP,Ascent,Alliance,13,8,5,,123TAP,4,0,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Alliance vs 123TAP,Icebox,Alliance,13,7,6,,123TAP,6,1,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,TEMPO vs G2 Esports,Ascent,TEMPO,6,5,1,,G2 Esports,13,6,7,,-
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,TEMPO vs G2 Esports,Split,TEMPO,1,1,0,,G2 Esports,13,2,11,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Team Adios vs Team Heretics,Icebox,Team Adios,4,1,3,,Team Heretics,13,2,11,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Team Adios vs Team Heretics,Split,Team Adios,1,1,0,,Team Heretics,13,2,11,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,UBITEAM vs Team Vitality,Icebox,UBITEAM,2,0,2,,Team Vitality,13,1,12,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,UBITEAM vs Team Vitality,Ascent,UBITEAM,5,3,2,,Team Vitality,13,4,9,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Opportunists vs Unsigned Losers,Haven,Opportunists,13,9,4,,Unsigned Losers,3,0,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Opportunists vs Unsigned Losers,Bind,Opportunists,13,11,2,,Unsigned Losers,5,4,1,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,OG vs Zytic eSports,Ascent,OG,13,7,6,,Zytic eSports,5,0,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,OG vs Zytic eSports,Icebox,OG,13,10,3,,Zytic eSports,2,0,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Giants Gaming vs DiaXmix,Split,Giants Gaming,13,11,2,,DiaXmix,1,0,1,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Giants Gaming vs DiaXmix,Bind,Giants Gaming,13,11,2,,DiaXmix,1,0,1,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Résidence chômeur boursier vs Finest,Bind,Résidence chômeur boursier,1,1,0,,Finest,13,2,11,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Résidence chômeur boursier vs Finest,Haven,Résidence chômeur boursier,8,5,3,,Finest,13,6,7,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,qz vs G2 Esports,Ascent,qz,5,2,3,,G2 Esports,13,3,10,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,qz vs G2 Esports,Icebox,qz,1,1,0,,G2 Esports,13,2,11,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Benchwarmers vs Arriba España +1,Bind,Benchwarmers,13,8,5,,Arriba España +1,4,0,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Benchwarmers vs Arriba España +1,Haven,Benchwarmers,13,7,6,,Arriba España +1,8,3,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Team Heretics vs No Witness,Ascent,Team Heretics,13,9,4,,No Witness,3,0,3,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Team Heretics vs No Witness,Haven,Team Heretics,13,7,6,,No Witness,8,3,5,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Opportunists vs Voltage,Bind,Opportunists,13,11,2,,Voltage,1,0,1,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Opportunists vs Voltage,Split,Opportunists,13,8,5,,Voltage,4,0,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Acend vs FlashDash,Ascent,Acend,13,8,5,,FlashDash,4,0,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Acend vs FlashDash,Bind,Acend,13,8,5,,FlashDash,7,3,4,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,NecroRaisers vs FNATIC,Haven,NecroRaisers,0,0,0,,FNATIC,13,1,12,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,NecroRaisers vs FNATIC,Bind,NecroRaisers,0,0,0,,FNATIC,13,1,12,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,4iHNK vs Aesir Esports,Bind,4iHNK,13,11,2,,Aesir Esports,2,1,1,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,4iHNK vs Aesir Esports,Ascent,4iHNK,13,10,3,,Aesir Esports,3,1,2,,
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Salade Sun vs Ninjas in Pyjamas,Bind,Salade Sun,1,1,0,,Ninjas in Pyjamas,13,2,11,,
