Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour CIS Stage 3: Challengers 1,Open Qualifier,Round of 16,Axsor vs Deja Vu,Axsor,Deja Vu,2,0,Axsor won
Champions Tour CIS Stage 3: Challengers 1,Open Qualifier,Round of 16,Ksenox vs nway,Ksenox,nway,2,0,Ksenox won
Champions Tour CIS Stage 3: Challengers 1,Open Qualifier,Round of 16,Aspire vs deathwish,Aspire,deathwish,2,1,Aspire won
Champions Tour CIS Stage 3: Challengers 1,Open Qualifier,Round of 16,Vengeance vs Moscow Five jr,Vengeance,Moscow Five jr,2,0,Vengeance won
Champions Tour CIS Stage 3: Challengers 1,Open Qualifier,Round of 16,1280x960 vs 368,1280x960,368,2,0,1280x960 won
Champions Tour CIS Stage 3: Challengers 1,Open Qualifier,Round of 16,zTitans vs SMARACIS eSports,zTitans,SMARACIS eSports,0,2,SMARACIS eSports won
Champions Tour CIS Stage 3: Challengers 1,Open Qualifier,Round of 16,eXiLe eSports vs No Pressure,eXiLe eSports,No Pressure,0,2,No Pressure won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,GMT Esports vs tyeasy,GMT Esports,tyeasy,2,0,GMT Esports won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,AG vs Ksenox,AG,Ksenox,2,0,AG won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Team Singularity vs Aspire,Team Singularity,Aspire,2,0,Team Singularity won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Aim.Attack vs 1280x960,Aim.Attack,1280x960,2,0,Aim.Attack won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,One Breath Gaming vs SMARACIS eSports,One Breath Gaming,SMARACIS eSports,2,1,One Breath Gaming won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Team Divinity vs No Pressure,Team Divinity,No Pressure,0,2,No Pressure won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Gambit Esports vs Axsor,Gambit Esports,Axsor,2,0,Gambit Esports won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,forZe vs Vengeance,forZe,Vengeance,2,0,forZe won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,GMT Esports vs AG,GMT Esports,AG,2,0,GMT Esports won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,tyeasy vs Ksenox,tyeasy,Ksenox,2,0,tyeasy won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,No Pressure vs Gambit Esports,No Pressure,Gambit Esports,0,2,Gambit Esports won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Team Singularity vs forZe,Team Singularity,forZe,0,2,forZe won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Aim.Attack vs One Breath Gaming,Aim.Attack,One Breath Gaming,0,2,One Breath Gaming won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Aspire vs Vengeance,Aspire,Vengeance,0,2,Vengeance won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,1280x960 vs SMARACIS eSports,1280x960,SMARACIS eSports,1,2,SMARACIS eSports won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Team Divinity vs Axsor,Team Divinity,Axsor,0,2,Axsor won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,No Pressure vs tyeasy,No Pressure,tyeasy,2,1,No Pressure won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Aim.Attack vs Vengeance,Aim.Attack,Vengeance,2,0,Aim.Attack won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Team Singularity vs SMARACIS eSports,Team Singularity,SMARACIS eSports,2,0,Team Singularity won
Champions Tour CIS Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,AG vs Axsor,AG,Axsor,0,2,Axsor won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Upper Quarterfinals,One Breath Gaming vs No Pressure,One Breath Gaming,No Pressure,0,2,No Pressure won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Upper Quarterfinals,forZe vs Aim.Attack,forZe,Aim.Attack,2,1,forZe won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Gambit Esports vs Team Singularity,Gambit Esports,Team Singularity,2,0,Gambit Esports won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Upper Quarterfinals,GMT Esports vs Axsor,GMT Esports,Axsor,1,2,Axsor won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Lower Round 1,One Breath Gaming vs Aim.Attack,One Breath Gaming,Aim.Attack,2,0,One Breath Gaming won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Lower Round 1,Team Singularity vs GMT Esports,Team Singularity,GMT Esports,2,1,Team Singularity won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Upper Semifinals,No Pressure vs forZe,No Pressure,forZe,2,1,No Pressure won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Upper Semifinals,Gambit Esports vs Axsor,Gambit Esports,Axsor,2,0,Gambit Esports won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Lower Round 2,Axsor vs One Breath Gaming,Axsor,One Breath Gaming,1,2,One Breath Gaming won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Lower Round 2,forZe vs Team Singularity,forZe,Team Singularity,2,1,forZe won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Upper Final,No Pressure vs Gambit Esports,No Pressure,Gambit Esports,0,2,Gambit Esports won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Lower Round 3,One Breath Gaming vs forZe,One Breath Gaming,forZe,1,2,forZe won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Lower Final,No Pressure vs forZe,No Pressure,forZe,3,0,No Pressure won
Champions Tour CIS Stage 3: Challengers 1,Main Event,Grand Final,Gambit Esports vs No Pressure,Gambit Esports,No Pressure,3,0,Gambit Esports won
Oceania Tour: Stage 02,Open Qualifier #1,Round of 16,ORDER vs Nebula,ORDER,Nebula,2,0,ORDER won
Oceania Tour: Stage 02,Open Qualifier #1,Round of 16,Paradox Esports vs OverPalaStrike,Paradox Esports,OverPalaStrike,2,1,Paradox Esports won
Oceania Tour: Stage 02,Open Qualifier #1,Round of 16,Wildcard Gaming vs McTeam,Wildcard Gaming,McTeam,2,0,Wildcard Gaming won
Oceania Tour: Stage 02,Open Qualifier #1,Round of 16,Bandits vs Team Bliss,Bandits,Team Bliss,0,2,Team Bliss won
Oceania Tour: Stage 02,Open Qualifier #1,Round of 16,Straight Outta The Zoo vs Grinch Gang,Straight Outta The Zoo,Grinch Gang,2,1,Straight Outta The Zoo won
Oceania Tour: Stage 02,Open Qualifier #1,Round of 16,AGG vs Kanga Esports,AGG,Kanga Esports,1,2,Kanga Esports won
Oceania Tour: Stage 02,Open Qualifier #1,Round of 16,Dire Wolves vs Tilted,Dire Wolves,Tilted,2,0,Dire Wolves won
Oceania Tour: Stage 02,Open Qualifier #1,Round of 16,Orgless vs Mindfreak,Orgless,Mindfreak,0,2,Mindfreak won
Oceania Tour: Stage 02,Open Qualifier #1,Quarterfinals,ORDER vs Paradox Esports,ORDER,Paradox Esports,2,0,ORDER won
Oceania Tour: Stage 02,Open Qualifier #1,Quarterfinals,Wildcard Gaming vs Team Bliss,Wildcard Gaming,Team Bliss,2,0,Wildcard Gaming won
Oceania Tour: Stage 02,Open Qualifier #1,Quarterfinals,Straight Outta The Zoo vs Kanga Esports,Straight Outta The Zoo,Kanga Esports,2,1,Straight Outta The Zoo won
Oceania Tour: Stage 02,Open Qualifier #1,Quarterfinals,Dire Wolves vs Mindfreak,Dire Wolves,Mindfreak,0,2,Mindfreak won
Oceania Tour: Stage 02,Open Qualifier #1,Semifinals,ORDER vs Wildcard Gaming,ORDER,Wildcard Gaming,2,0,ORDER won
Oceania Tour: Stage 02,Open Qualifier #1,Semifinals,Straight Outta The Zoo vs Mindfreak,Straight Outta The Zoo,Mindfreak,1,2,Mindfreak won
Oceania Tour: Stage 02,Open Qualifier #1,Secondary Semifinals,Team Bliss vs Paradox Esports,Team Bliss,Paradox Esports,2,0,Team Bliss won
Oceania Tour: Stage 02,Open Qualifier #1,5-6th Decider Match,Team Bliss vs Kanga Esports,Team Bliss,Kanga Esports,2,0,Team Bliss won
Oceania Tour: Stage 02,Open Qualifier #1,Grand Final,ORDER vs Mindfreak,ORDER,Mindfreak,2,0,ORDER won
Oceania Tour: Stage 02,Open Qualifier #1,Consolation Final,Wildcard Gaming vs Straight Outta The Zoo,Wildcard Gaming,Straight Outta The Zoo,2,0,Wildcard Gaming won
Oceania Tour: Stage 02,Closed Qualifier #1,Upper Quarterfinals,ORDER vs Dire Wolves,ORDER,Dire Wolves,13,4,ORDER won
Oceania Tour: Stage 02,Closed Qualifier #1,Upper Quarterfinals,Straight Outta The Zoo vs Team Bliss,Straight Outta The Zoo,Team Bliss,5,13,Team Bliss won
Oceania Tour: Stage 02,Closed Qualifier #1,Upper Quarterfinals,Mindfreak vs Paradox Esports,Mindfreak,Paradox Esports,13,11,Mindfreak won
Oceania Tour: Stage 02,Closed Qualifier #1,Lower Round 1,Straight Outta The Zoo vs Dire Wolves,Straight Outta The Zoo,Dire Wolves,2,1,Straight Outta The Zoo won
Oceania Tour: Stage 02,Closed Qualifier #1,Upper Quarterfinals,Wildcard Gaming vs Kanga Esports,Wildcard Gaming,Kanga Esports,13,5,Wildcard Gaming won
Oceania Tour: Stage 02,Closed Qualifier #1,Lower Round 1,Kanga Esports vs Paradox Esports,Kanga Esports,Paradox Esports,1,2,Paradox Esports won
Oceania Tour: Stage 02,Closed Qualifier #1,Upper Semifinals,Mindfreak vs Wildcard Gaming,Mindfreak,Wildcard Gaming,1,2,Wildcard Gaming won
Oceania Tour: Stage 02,Closed Qualifier #1,Upper Semifinals,ORDER vs Team Bliss,ORDER,Team Bliss,2,0,ORDER won
Oceania Tour: Stage 02,Closed Qualifier #1,Lower Round 2,Mindfreak vs Straight Outta The Zoo,Mindfreak,Straight Outta The Zoo,1,2,Straight Outta The Zoo won
Oceania Tour: Stage 02,Closed Qualifier #1,Lower Round 2,Team Bliss vs Paradox Esports,Team Bliss,Paradox Esports,2,0,Team Bliss won
Oceania Tour: Stage 02,Closed Qualifier #1,Upper Final,ORDER vs Wildcard Gaming,ORDER,Wildcard Gaming,2,1,ORDER won
Oceania Tour: Stage 02,Closed Qualifier #1,Lower Round 3,Straight Outta The Zoo vs Team Bliss,Straight Outta The Zoo,Team Bliss,1,2,Team Bliss won
Oceania Tour: Stage 02,Closed Qualifier #1,Lower Final,Wildcard Gaming vs Team Bliss,Wildcard Gaming,Team Bliss,1,2,Team Bliss won
Oceania Tour: Stage 02,Closed Qualifier #1,Grand Final,ORDER vs Team Bliss,ORDER,Team Bliss,3,0,ORDER won
Oceania Tour: Stage 02,Open Qualifier #2,Round of 16,Frat Frogs vs McTeam,Frat Frogs,McTeam,1,2,McTeam won
Oceania Tour: Stage 02,Open Qualifier #2,Round of 16,Shadownet vs Tyrant Esports,Shadownet,Tyrant Esports,1,2,Tyrant Esports won
Oceania Tour: Stage 02,Open Qualifier #2,Round of 16,New Haven vs TinyTurtles,New Haven,TinyTurtles,0,2,TinyTurtles won
Oceania Tour: Stage 02,Open Qualifier #2,Round of 16,Tilted vs 1620 Kings,Tilted,1620 Kings,0,2,1620 Kings won
Oceania Tour: Stage 02,Open Qualifier #2,Round of 16,Eshays vs Nebula,Eshays,Nebula,1,2,Nebula won
Oceania Tour: Stage 02,Open Qualifier #2,Round of 16,Bandits vs Bizarre Gaming,Bandits,Bizarre Gaming,2,0,Bandits won
Oceania Tour: Stage 02,Open Qualifier #2,Round of 16,Mixed Reality vs parsians,Mixed Reality,parsians,1,2,parsians won
Oceania Tour: Stage 02,Open Qualifier #2,Quarterfinals,DGenZ vs McTeam,DGenZ,McTeam,0,2,McTeam won
Oceania Tour: Stage 02,Open Qualifier #2,Quarterfinals,Tyrant Esports vs TinyTurtles,Tyrant Esports,TinyTurtles,2,0,Tyrant Esports won
Oceania Tour: Stage 02,Open Qualifier #2,Quarterfinals,1620 Kings vs Nebula,1620 Kings,Nebula,0,2,Nebula won
Oceania Tour: Stage 02,Open Qualifier #2,Quarterfinals,Bandits vs parsians,Bandits,parsians,2,1,Bandits won
Oceania Tour: Stage 02,Open Qualifier #2,Semifinals,McTeam vs Tyrant Esports,McTeam,Tyrant Esports,0,2,Tyrant Esports won
Oceania Tour: Stage 02,Open Qualifier #2,Consolation Final,McTeam vs Bandits,McTeam,Bandits,2,0,McTeam won
Oceania Tour: Stage 02,Open Qualifier #2,Semifinals,Nebula vs Bandits,Nebula,Bandits,2,0,Nebula won
Oceania Tour: Stage 02,Open Qualifier #2,Grand Finals,Tyrant Esports vs Nebula,Tyrant Esports,Nebula,0,2,Nebula won
Oceania Tour: Stage 02,Closed Qualifier #2,Upper Bracket Quarterfinals,Mindfreak vs Bandits,Mindfreak,Bandits,13,8,Mindfreak won
Oceania Tour: Stage 02,Closed Qualifier #2,Upper Bracket Quarterfinals,Nebula vs Dire Wolves,Nebula,Dire Wolves,13,7,Nebula won
Oceania Tour: Stage 02,Closed Qualifier #2,Upper Bracket Quarterfinals,McBTSMac vs Tyrant Esports,McBTSMac,Tyrant Esports,13,8,McBTSMac won
Oceania Tour: Stage 02,Closed Qualifier #2,Upper Bracket Quarterfinals,McTeam vs Paradox Esports,McTeam,Paradox Esports,9,13,Paradox Esports won
Oceania Tour: Stage 02,Closed Qualifier #2,Lower Bracket Round 1,Tyrant Esports vs McTeam,Tyrant Esports,McTeam,2,0,Tyrant Esports won
Oceania Tour: Stage 02,Closed Qualifier #2,Lower Bracket Round 1,Bandits vs Dire Wolves,Bandits,Dire Wolves,0,2,Dire Wolves won
Oceania Tour: Stage 02,Closed Qualifier #2,Upper Bracket Semifinals,Mindfreak vs Nebula,Mindfreak,Nebula,2,0,Mindfreak won
Oceania Tour: Stage 02,Closed Qualifier #2,Upper Bracket Semifinals,McBTSMac vs Paradox Esports,McBTSMac,Paradox Esports,2,1,McBTSMac won
Oceania Tour: Stage 02,Closed Qualifier #2,Lower Bracket Round 2,Paradox Esports vs Dire Wolves,Paradox Esports,Dire Wolves,0,2,Dire Wolves won
Oceania Tour: Stage 02,Closed Qualifier #2,Lower Bracket Round 2,Nebula vs Tyrant Esports,Nebula,Tyrant Esports,2,1,Nebula won
Oceania Tour: Stage 02,Finals,Upper Bracket Quarterfinals,ORDER vs Nebula,ORDER,Nebula,2,0,ORDER won
Oceania Tour: Stage 02,Finals,Upper Bracket Quarterfinals,Team Bliss vs Dire Wolves,Team Bliss,Dire Wolves,2,0,Team Bliss won
Oceania Tour: Stage 02,Finals,Upper Bracket Quarterfinals,Straight Outta The Zoo vs Mindfreak,Straight Outta The Zoo,Mindfreak,1,2,Mindfreak won
Oceania Tour: Stage 02,Finals,Upper Bracket Quarterfinals,Wildcard Gaming vs McBTSMac,Wildcard Gaming,McBTSMac,2,0,Wildcard Gaming won
Oceania Tour: Stage 02,Finals,Upper Bracket Semifinals,ORDER vs Mindfreak,ORDER,Mindfreak,2,0,ORDER won
Oceania Tour: Stage 02,Finals,Lower Bracket Round 1,Nebula vs Straight Outta The Zoo,Nebula,Straight Outta The Zoo,2,1,Nebula won
Oceania Tour: Stage 02,Finals,Upper Bracket Semifinals,Team Bliss vs Wildcard Gaming,Team Bliss,Wildcard Gaming,0,2,Wildcard Gaming won
Oceania Tour: Stage 02,Finals,Lower Bracket Round 1,Dire Wolves vs McBTSMac,Dire Wolves,McBTSMac,0,2,McBTSMac won
Oceania Tour: Stage 02,Finals,Lower Bracket Round 2,Team Bliss vs Nebula,Team Bliss,Nebula,0,2,Nebula won
Oceania Tour: Stage 02,Finals,Lower Bracket Round 2,Mindfreak vs McBTSMac,Mindfreak,McBTSMac,0,2,McBTSMac won
Oceania Tour: Stage 02,Finals,Upper Finals,ORDER vs Wildcard Gaming,ORDER,Wildcard Gaming,1,2,Wildcard Gaming won
Oceania Tour: Stage 02,Finals,Lower Bracket Round 3,Nebula vs McBTSMac,Nebula,McBTSMac,0,2,McBTSMac won
Oceania Tour: Stage 02,Finals,Lower Bracket Finals,ORDER vs McBTSMac,ORDER,McBTSMac,2,0,ORDER won
Oceania Tour: Stage 02,Finals,Grand Final,Wildcard Gaming vs ORDER,Wildcard Gaming,ORDER,3,0,Wildcard Gaming won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Round 1,FNATIC vs KRÜ Esports,FNATIC,KRÜ Esports,2,0,FNATIC won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Round 1,Version1 vs Crazy Raccoon,Version1,Crazy Raccoon,2,0,Version1 won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Quarterfinals ,Sharks Esports vs NUTURN,Sharks Esports,NUTURN,1,2,NUTURN won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Quarterfinals ,Team Vikings vs X10 Esports,Team Vikings,X10 Esports,2,0,Team Vikings won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Quarterfinals ,Team Liquid vs Version1,Team Liquid,Version1,1,2,Version1 won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Quarterfinals ,Sentinels vs FNATIC,Sentinels,FNATIC,2,0,Sentinels won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Lower Round 1,X10 Esports vs Crazy Raccoon,X10 Esports,Crazy Raccoon,2,0,X10 Esports won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Lower Round 1,Sharks Esports vs KRÜ Esports,Sharks Esports,KRÜ Esports,0,2,KRÜ Esports won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Semifinals,Sentinels vs Team Vikings,Sentinels,Team Vikings,2,0,Sentinels won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Semifinals,Version1 vs NUTURN,Version1,NUTURN,1,2,NUTURN won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Lower Round 2,FNATIC vs X10 Esports,FNATIC,X10 Esports,2,0,FNATIC won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Lower Round 2,Team Liquid vs KRÜ Esports,Team Liquid,KRÜ Esports,2,0,Team Liquid won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Lower Round 3,Version1 vs FNATIC,Version1,FNATIC,0,2,FNATIC won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Lower Round 3,Team Vikings vs Team Liquid,Team Vikings,Team Liquid,0,2,Team Liquid won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Upper Final,Sentinels vs NUTURN,Sentinels,NUTURN,2,0,Sentinels won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Lower Round 4,FNATIC vs Team Liquid,FNATIC,Team Liquid,2,0,FNATIC won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Lower Final,NUTURN vs FNATIC,NUTURN,FNATIC,1,2,FNATIC won
Valorant Champions Tour Stage 2: Masters Reykjavík,Main Event,Grand Final,Sentinels vs FNATIC,Sentinels,FNATIC,3,0,Sentinels won
Strike Arabia League: Season 1,GCC and Iraq,Round 4,Lusail Esports vs MENA RATS,Lusail Esports,MENA RATS,2,0,Lusail Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 4,Digger Esports vs Tuwaiq Esports Club,Digger Esports,Tuwaiq Esports Club,0,2,Tuwaiq Esports Club won
Strike Arabia League: Season 1,GCC and Iraq,Round 4,Fraggerz vs AlphA,Fraggerz,AlphA,2,0,Fraggerz won
Strike Arabia League: Season 1,GCC and Iraq,Round 4,Piercer Esports vs YaLLa Esports,Piercer Esports,YaLLa Esports,1,2,YaLLa Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 3,Anubis Gaming vs Team Majesty,Anubis Gaming,Team Majesty,1,2,Team Majesty won
Strike Arabia League: Season 1,Levant and North Africa,Round 3,Team RA'AD vs POISON CLAN,Team RA'AD,POISON CLAN,2,0,Team RA'AD won
Strike Arabia League: Season 1,Levant and North Africa,Round 3,E9Sports vs ONE SHOT Esports,E9Sports,ONE SHOT Esports,2,0,E9Sports won
Strike Arabia League: Season 1,Levant and North Africa,Round 3,Team Gravity vs La7zag Esports,Team Gravity,La7zag Esports,0,2,La7zag Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 2,Lusail Esports vs Fraggerz,Lusail Esports,Fraggerz,2,1,Lusail Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 2,Piercer Esports vs Digger Esports,Piercer Esports,Digger Esports,2,0,Piercer Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 2,YaLLa Esports vs MENA RATS,YaLLa Esports,MENA RATS,2,0,YaLLa Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 1,Anubis Gaming vs E9Sports,Anubis Gaming,E9Sports,2,1,Anubis Gaming won
Strike Arabia League: Season 1,Levant and North Africa,Round 1,Team Gravity vs Team RA'AD,Team Gravity,Team RA'AD,0,2,Team RA'AD won
Strike Arabia League: Season 1,Levant and North Africa,Round 1,La7zag Esports vs Team Majesty,La7zag Esports,Team Majesty,0,2,Team Majesty won
Strike Arabia League: Season 1,Levant and North Africa,Round 1,ONE SHOT Esports vs POISON CLAN,ONE SHOT Esports,POISON CLAN,2,0,ONE SHOT Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 3,Lusail Esports vs Digger Esports,Lusail Esports,Digger Esports,2,0,Lusail Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 3,Piercer Esports vs Tuwaiq Esports Club,Piercer Esports,Tuwaiq Esports Club,2,1,Piercer Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 8,Team Majesty vs POISON CLAN,Team Majesty,POISON CLAN,2,0,Team Majesty won
Strike Arabia League: Season 1,Levant and North Africa,Round 8,Team RA'AD vs ONE SHOT Esports,Team RA'AD,ONE SHOT Esports,2,0,Team RA'AD won
Strike Arabia League: Season 1,Levant and North Africa,Round 8,E9Sports vs La7zag Esports,E9Sports,La7zag Esports,2,0,E9Sports won
Strike Arabia League: Season 1,Levant and North Africa,Round 8,Team Gravity vs Anubis Gaming,Team Gravity,Anubis Gaming,0,2,Anubis Gaming won
Strike Arabia League: Season 1,GCC and Iraq,Round 1,Lusail Esports vs Piercer Esports,Lusail Esports,Piercer Esports,1,2,Piercer Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 1,YaLLa Esports vs Fraggerz,YaLLa Esports,Fraggerz,2,0,YaLLa Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 4,Anubis Gaming vs POISON CLAN,Anubis Gaming,POISON CLAN,2,0,Anubis Gaming won
Strike Arabia League: Season 1,Levant and North Africa,Round 4,Team Majesty vs ONE SHOT Esports,Team Majesty,ONE SHOT Esports,2,0,Team Majesty won
Strike Arabia League: Season 1,Levant and North Africa,Round 4,E9Sports vs Team Gravity,E9Sports,Team Gravity,2,1,E9Sports won
Strike Arabia League: Season 1,GCC and Iraq,Round 5,Lusail Esports vs Tuwaiq Esports Club,Lusail Esports,Tuwaiq Esports Club,2,0,Lusail Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 5,Digger Esports vs YaLLa Esports,Digger Esports,YaLLa Esports,0,2,YaLLa Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 5,Fraggerz vs Piercer Esports,Fraggerz,Piercer Esports,1,2,Piercer Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 5,Anubis Gaming vs ONE SHOT Esports,Anubis Gaming,ONE SHOT Esports,2,0,Anubis Gaming won
Strike Arabia League: Season 1,Levant and North Africa,Round 5,POISON CLAN vs La7zag Esports,POISON CLAN,La7zag Esports,0,2,La7zag Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 5,Team Majesty vs Team Gravity,Team Majesty,Team Gravity,2,0,Team Majesty won
Strike Arabia League: Season 1,Levant and North Africa,Round 5,Team RA'AD vs E9Sports,Team RA'AD,E9Sports,2,1,Team RA'AD won
Strike Arabia League: Season 1,GCC and Iraq,Round 6,Tuwaiq Esports Club vs YaLLa Esports,Tuwaiq Esports Club,YaLLa Esports,0,2,YaLLa Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 6,Digger Esports vs Fraggerz,Digger Esports,Fraggerz,0,2,Fraggerz won
Strike Arabia League: Season 1,Levant and North Africa,Round 6,Anubis Gaming vs La7zag Esports,Anubis Gaming,La7zag Esports,2,0,Anubis Gaming won
Strike Arabia League: Season 1,Levant and North Africa,Round 6,POISON CLAN vs E9Sports,POISON CLAN,E9Sports,1,2,E9Sports won
Strike Arabia League: Season 1,Levant and North Africa,Round 6,Team Majesty vs Team RA'AD,Team Majesty,Team RA'AD,0,2,Team RA'AD won
Strike Arabia League: Season 1,GCC and Iraq,Round 7,Lusail Esports vs YaLLa Esports,Lusail Esports,YaLLa Esports,1,2,YaLLa Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 7,Tuwaiq Esports Club vs Fraggerz,Tuwaiq Esports Club,Fraggerz,2,0,Tuwaiq Esports Club won
Strike Arabia League: Season 1,Levant and North Africa,Round 7,Anubis Gaming vs Team Gravity,Anubis Gaming,Team Gravity,2,0,Anubis Gaming won
Strike Arabia League: Season 1,Levant and North Africa,Round 7,La7zag Esports vs E9Sports,La7zag Esports,E9Sports,0,2,E9Sports won
Strike Arabia League: Season 1,Levant and North Africa,Round 7,ONE SHOT Esports vs Team RA'AD,ONE SHOT Esports,Team RA'AD,0,2,Team RA'AD won
Strike Arabia League: Season 1,Levant and North Africa,Round 7,POISON CLAN vs Team Majesty,POISON CLAN,Team Majesty,0,2,Team Majesty won
Strike Arabia League: Season 1,GCC and Iraq,Round 11,YaLLa Esports vs Piercer Esports,YaLLa Esports,Piercer Esports,2,1,YaLLa Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 11,Tuwaiq Esports Club vs Digger Esports,Tuwaiq Esports Club,Digger Esports,2,1,Tuwaiq Esports Club won
Strike Arabia League: Season 1,Levant and North Africa,Round 2,Anubis Gaming vs Team RA'AD,Anubis Gaming,Team RA'AD,2,0,Anubis Gaming won
Strike Arabia League: Season 1,Levant and North Africa,Round 2,E9Sports vs Team Majesty,E9Sports,Team Majesty,0,2,Team Majesty won
Strike Arabia League: Season 1,Levant and North Africa,Round 2,Team Gravity vs POISON CLAN,Team Gravity,POISON CLAN,2,0,Team Gravity won
Strike Arabia League: Season 1,Levant and North Africa,Round 2,La7zag Esports vs ONE SHOT Esports,La7zag Esports,ONE SHOT Esports,1,1,La7zag Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 8,Fraggerz vs Tuwaiq Esports Club,Fraggerz,Tuwaiq Esports Club,1,2,Tuwaiq Esports Club won
Strike Arabia League: Season 1,GCC and Iraq,Round 8,YaLLa Esports vs Lusail Esports,YaLLa Esports,Lusail Esports,2,1,YaLLa Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 9,Team Gravity vs ONE SHOT Esports,Team Gravity,ONE SHOT Esports,0,2,ONE SHOT Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 9,La7zag Esports vs Anubis Gaming,La7zag Esports,Anubis Gaming,0,2,Anubis Gaming won
Strike Arabia League: Season 1,GCC and Iraq,Round 13,Digger Esports vs Piercer Esports,Digger Esports,Piercer Esports,0,2,Piercer Esports won
