Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 1,Bait Academy vs Evil Geniuses,Bait Academy,Evil Geniuses,2,0,Bait Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Upper Quarterfinals,Version1 vs Akrew,Version1,Akrew,2,0,Version1 won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Upper Quarterfinals,Rise vs T1,Rise,T1,2,0,Rise won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Upper Quarterfinals,XSET vs NRG Esports,XSET,NRG Esports,2,0,XSET won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Upper Quarterfinals,The Guard vs Knights,The Guard,Knights,2,1,The Guard won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 2,TSM vs SoaR,TSM,SoaR,2,0,TSM won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 2,Luminosity vs Zero MarksMen Black,Luminosity,Zero MarksMen Black,2,0,Luminosity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 2,Andbox vs Pack a Punch,Andbox,Pack a Punch,2,1,Andbox won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 2,Radiance vs Bait Academy,Radiance,Bait Academy,0,2,Bait Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 2,Gen.G vs Renegades,Gen.G,Renegades,2,1,Gen.G won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 2,Soniqs vs Cosmic Divide,Soniqs,Cosmic Divide,2,0,Soniqs won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 2,Pioneers vs FaZe Clan,Pioneers,FaZe Clan,2,1,Pioneers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 2,Complexity vs BASILISK,Complexity,BASILISK,1,2,BASILISK won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 3,TSM vs Luminosity,TSM,Luminosity,2,1,TSM won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Upper Semifinals,Version1 vs Rise,Version1,Rise,2,0,Version1 won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 3,Andbox vs Bait Academy,Andbox,Bait Academy,1,2,Bait Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 3,Gen.G vs Soniqs,Gen.G,Soniqs,1,2,Soniqs won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 3,Pioneers vs BASILISK,Pioneers,BASILISK,2,0,Pioneers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Upper Semifinals,XSET vs The Guard,XSET,The Guard,2,0,XSET won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 4,NRG Esports vs Pioneers,NRG Esports,Pioneers,2,1,NRG Esports won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 4,Knights vs Soniqs,Knights,Soniqs,2,1,Knights won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 4,T1 vs TSM,T1,TSM,1,0,T1 won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 4,Akrew vs Bait Academy,Akrew,Bait Academy,2,1,Akrew won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 5,TSM vs Akrew,TSM,Akrew,0,2,Akrew won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 5,Knights vs NRG Esports,Knights,NRG Esports,0,2,NRG Esports won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 6,The Guard vs Akrew,The Guard,Akrew,2,0,The Guard won
Champions Tour North America Stage 1: Challengers,Open Qualifier #1,Lower Round 6,Rise vs NRG Esports,Rise,NRG Esports,0,2,NRG Esports won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Rise vs Team Suits Gaming,Rise,Team Suits Gaming,2,0,Rise won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,303 Esports vs Free Fall,303 Esports,Free Fall,0,2,Free Fall won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Elysium vs Vx,Elysium,Vx,2,0,Elysium won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Reformed vs Goofy Gremlins,Reformed,Goofy Gremlins,2,0,Reformed won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Radiance vs Bababooey,Radiance,Bababooey,2,0,Radiance won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Aspyre,Last Resistance,2,0,Aspyre won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Zero MarksMen Black,Nameless Esports,2,0,Zero MarksMen Black won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Team Assent,24Haven,2,0,Team Assent won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,T1,ExiLe Gaming,2,0,T1 won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,VIRTUOSO,Asian Ravioli,2,0,VIRTUOSO won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,SHOWRUNNERS,United Nerds,2,0,SHOWRUNNERS won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Luminosity vs Scooby Gang,Luminosity,Scooby Gang,2,0,Luminosity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Silver vs EDO TENSEI,Zero MarksMen Silver,EDO TENSEI,2,1,Zero MarksMen Silver won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Kowareta vs BRICKEDUP,Kowareta,BRICKEDUP,2,0,Kowareta won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Actually Homeless vs Archons,Actually Homeless,Archons,1,2,Archons won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,TSM vs Omni Performance SD,TSM,Omni Performance SD,2,0,TSM won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Shopify Rebellion GC vs Thanos Mug Academy,Shopify Rebellion GC,Thanos Mug Academy,1,2,Thanos Mug Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Third Impact vs Eros,Third Impact,Eros,2,0,Third Impact won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,GunsForHire vs Runaway,GunsForHire,Runaway,2,0,GunsForHire won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,FaZe Clan vs Team AIYA,FaZe Clan,Team AIYA,2,0,FaZe Clan won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,UnitedERA vs Roulette,UnitedERA,Roulette,2,0,UnitedERA won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Ghost Gaming vs 5 of a Kind,Ghost Gaming,5 of a Kind,2,0,Ghost Gaming won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Up Next vs CLG Red,Up Next,CLG Red,1,2,CLG Red won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Bait Academy vs Nocturnals,Bait Academy,Nocturnals,2,0,Bait Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Carpe Noctem vs Able Esports,Carpe Noctem,Able Esports,0,2,Able Esports won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Pack a Punch vs Agoge Gaming,Pack a Punch,Agoge Gaming,2,0,Pack a Punch won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Lenny Time vs Jit Lickers,Lenny Time,Jit Lickers,2,0,Lenny Time won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,BASILISK vs select few,BASILISK,select few,2,0,BASILISK won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,1337 vs Rated Gaming,1337,Rated Gaming,2,0,1337 won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Evil Geniuses vs StarBound,Evil Geniuses,StarBound,2,0,Evil Geniuses won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,New Moon vs Hyperspace Dark,New Moon,Hyperspace Dark,1,2,Hyperspace Dark won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Akrew vs Moonrise Black,Akrew,Moonrise Black,2,0,Akrew won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Gx vs mozzy,Gx,mozzy,0,2,mozzy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,YFP Gaming vs Explicit,YFP Gaming,Explicit,2,0,YFP Gaming won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Moon Raccoons vs Yasei,Moon Raccoons,Yasei,2,0,Moon Raccoons won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Complexity vs Discord Kittens,Complexity,Discord Kittens,2,0,Complexity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Vireo.pro vs Clicken Chickens,Vireo.pro,Clicken Chickens,2,0,Vireo.pro won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SoaR vs RIT Orange,SoaR,RIT Orange,2,0,SoaR won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Nightblood Converse vs Bear Minimum,Nightblood Converse,Bear Minimum,2,0,Nightblood Converse won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Soniqs vs Team TriVec,Soniqs,Team TriVec,2,0,Soniqs won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,FYL vs Gen.G Black,FYL,Gen.G Black,2,1,FYL won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,IlluZion vs Strike X,IlluZion,Strike X,2,0,IlluZion won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Run it Down vs LionHeart,Run it Down,LionHeart,2,0,Run it Down won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Andbox vs Huh,Andbox,Huh,2,0,Andbox won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Cloud9 White vs Neons Ninjas,Cloud9 White,Neons Ninjas,2,0,Cloud9 White won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,DarkZero Esports vs James Madison University,DarkZero Esports,James Madison University,2,0,DarkZero Esports won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Rocket vs Spectral Purple,Team Rocket,Spectral Purple,2,0,Team Rocket won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Knights vs Tempest Gaming,Knights,Tempest Gaming,2,0,Knights won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,ValorsGG vs Zenigma Alpha,ValorsGG,Zenigma Alpha,2,1,ValorsGG won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Reckaroo vs The Chads,Team Reckaroo,The Chads,2,0,Team Reckaroo won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,OMICRON vs TRD,OMICRON,TRD,2,0,OMICRON won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Renegades vs REGEN,Renegades,REGEN,2,0,Renegades won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspire vs Acacia,Aspire,Acacia,2,0,Aspire won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Cosmic Divide vs OneShot Esports,Cosmic Divide,OneShot Esports,2,1,Cosmic Divide won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Berzerkers vs Northern Forces,Berzerkers,Northern Forces,1,2,Northern Forces won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Pioneers vs Neebs and Weebs,Pioneers,Neebs and Weebs,2,0,Pioneers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Illumina Blue vs Eclectiq,Illumina Blue,Eclectiq,2,0,Illumina Blue won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Synergy vs Zeal,Synergy,Zeal,2,0,Synergy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Vexo Esports vs 604,Vexo Esports,604,2,0,Vexo Esports won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Gen.G vs Weenie Hut Jr,Gen.G,Weenie Hut Jr,2,0,Gen.G won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Valkyrie vs Rose,Valkyrie,Rose,2,0,Valkyrie won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Built By Gamers vs Patriots,Built By Gamers,Patriots,2,0,Built By Gamers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Green Beans vs afterMath Esports,Green Beans,afterMath Esports,2,1,Green Beans won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Andbox vs Cloud9 White,Andbox,Cloud9 White,2,0,Andbox won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Radiance vs Aspyre,Radiance,Aspyre,2,1,Radiance won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,YFP Gaming vs Moon Raccoons,YFP Gaming,Moon Raccoons,0,2,Moon Raccoons won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Rise vs Free Fall,Rise,Free Fall,2,0,Rise won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Elysium vs Reformed,Elysium,Reformed,0,2,Reformed won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Zero MarksMen Black vs Team Assent,Zero MarksMen Black,Team Assent,2,0,Zero MarksMen Black won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,T1 vs Hugh Jass Construction,T1,Hugh Jass Construction,2,0,T1 won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Third Impact vs GunsForHire,Third Impact,GunsForHire,0,2,GunsForHire won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,FaZe Clan vs UnitedERA,FaZe Clan,UnitedERA,2,0,FaZe Clan won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Bait Academy vs Able Esports,Bait Academy,Able Esports,2,0,Bait Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Pack a Punch vs Lenny Time,Pack a Punch,Lenny Time,2,0,Pack a Punch won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,BASILISK vs 1337,BASILISK,1337,2,1,BASILISK won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Akrew vs mozzy,Akrew,mozzy,2,0,Akrew won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Complexity vs Vireo.pro,Complexity,Vireo.pro,2,0,Complexity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,SoaR vs Nightblood Converse,SoaR,Nightblood Converse,2,0,SoaR won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,IlluZion vs Run it Down,IlluZion,Run it Down,1,2,Run it Down won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,DarkZero Esports vs Team Rocket,DarkZero Esports,Team Rocket,1,2,Team Rocket won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Team Reckaroo vs OMICRON,Team Reckaroo,OMICRON,1,2,OMICRON won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Renegades vs Aspire,Renegades,Aspire,2,0,Renegades won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Synergy vs Vexo Esports,Synergy,Vexo Esports,2,0,Synergy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Gen.G vs Valkyrie,Gen.G,Valkyrie,2,0,Gen.G won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,VIRTUOSO vs SHOWRUNNERS,VIRTUOSO,SHOWRUNNERS,2,0,VIRTUOSO won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Pioneers vs Illumina Blue,Pioneers,Illumina Blue,2,0,Pioneers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,TSM vs Thanos Mug Academy,TSM,Thanos Mug Academy,2,0,TSM won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Luminosity vs Zero MarksMen Silver,Luminosity,Zero MarksMen Silver,2,0,Luminosity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Kowareta vs Archons,Kowareta,Archons,1,2,Archons won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Ghost Gaming vs CLG Red,Ghost Gaming,CLG Red,2,0,Ghost Gaming won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Evil Geniuses vs Hyperspace Dark,Evil Geniuses,Hyperspace Dark,2,0,Evil Geniuses won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Soniqs vs FYL,Soniqs,FYL,2,0,Soniqs won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Knights vs ValorsGG,Knights,ValorsGG,2,0,Knights won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Cosmic Divide vs Northern Forces,Cosmic Divide,Northern Forces,2,0,Cosmic Divide won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Built By Gamers vs Green Beans,Built By Gamers,Green Beans,2,0,Built By Gamers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Rise vs Reformed,Rise,Reformed,2,0,Rise won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Radiance vs Zero MarksMen Black,Radiance,Zero MarksMen Black,1,2,Zero MarksMen Black won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,T1 vs VIRTUOSO,T1,VIRTUOSO,0,2,VIRTUOSO won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Luminosity vs Archons,Luminosity,Archons,2,0,Luminosity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,TSM vs GunsForHire,TSM,GunsForHire,2,0,TSM won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,FaZe Clan vs Ghost Gaming,FaZe Clan,Ghost Gaming,1,2,Ghost Gaming won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Bait Academy vs Pack a Punch,Bait Academy,Pack a Punch,0,2,Pack a Punch won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,BASILISK vs Evil Geniuses,BASILISK,Evil Geniuses,0,2,Evil Geniuses won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Akrew vs Moon Raccoons,Akrew,Moon Raccoons,2,0,Akrew won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Complexity vs SoaR,Complexity,SoaR,1,2,SoaR won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Soniqs vs Run it Down,Soniqs,Run it Down,2,1,Soniqs won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Andbox vs Team Rocket,Andbox,Team Rocket,2,0,Andbox won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Knights vs OMICRON,Knights,OMICRON,2,0,Knights won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Renegades vs Cosmic Divide,Renegades,Cosmic Divide,1,2,Cosmic Divide won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Pioneers vs Synergy,Pioneers,Synergy,2,0,Pioneers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Gen.G vs Built By Gamers,Gen.G,Built By Gamers,0,2,Built By Gamers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Pack a Punch vs Evil Geniuses,Pack a Punch,Evil Geniuses,0,2,Evil Geniuses won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,T1 vs Archons,T1,Archons,2,0,T1 won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Bait Academy vs BASILISK,Bait Academy,BASILISK,2,1,Bait Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,VIRTUOSO vs Luminosity,VIRTUOSO,Luminosity,1,2,Luminosity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Gen.G vs Synergy,Gen.G,Synergy,2,0,Gen.G won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Akrew vs SoaR,Akrew,SoaR,2,1,Akrew won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Rise vs Zero MarksMen Black,Rise,Zero MarksMen Black,2,0,Rise won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Soniqs vs Andbox,Soniqs,Andbox,2,0,Soniqs won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Knights vs Cosmic Divide,Knights,Cosmic Divide,2,0,Knights won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Pioneers vs Built By Gamers,Pioneers,Built By Gamers,1,2,Built By Gamers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Reformed vs Radiance,Reformed,Radiance,0,2,Radiance won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Complexity vs Moon Raccoons,Complexity,Moon Raccoons,2,1,Complexity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Team Rocket vs Run it Down,Team Rocket,Run it Down,0,2,Run it Down won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Renegades vs OMICRON,Renegades,OMICRON,2,0,Renegades won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,FaZe Clan vs GunsForHire,FaZe Clan,GunsForHire,2,0,FaZe Clan won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,TSM vs Ghost Gaming,TSM,Ghost Gaming,1,2,Ghost Gaming won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Rise vs Luminosity,Rise,Luminosity,2,1,Rise won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Ghost Gaming vs Evil Geniuses,Ghost Gaming,Evil Geniuses,1,2,Evil Geniuses won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Akrew vs Soniqs,Akrew,Soniqs,0,2,Soniqs won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Knights vs Built By Gamers,Knights,Built By Gamers,2,1,Knights won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Pioneers vs Radiance,Pioneers,Radiance,2,1,Pioneers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Cosmic Divide vs T1,Cosmic Divide,T1,2,1,Cosmic Divide won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Andbox vs FaZe Clan,Andbox,FaZe Clan,2,1,Andbox won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,SoaR vs Bait Academy,SoaR,Bait Academy,0,2,Bait Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Pack a Punch vs Complexity,Pack a Punch,Complexity,1,2,Complexity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,TSM vs Run it Down,TSM,Run it Down,2,0,TSM won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,VIRTUOSO vs Renegades,VIRTUOSO,Renegades,1,2,Renegades won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Zero MarksMen Black vs Gen.G,Zero MarksMen Black,Gen.G,0,2,Gen.G won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Renegades vs Gen.G,Renegades,Gen.G,2,1,Renegades won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Semifinals,Rise vs Evil Geniuses,Rise,Evil Geniuses,1,2,Evil Geniuses won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Andbox vs Bait Academy,Andbox,Bait Academy,1,2,Bait Academy won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Complexity vs TSM,Complexity,TSM,1,2,TSM won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Pioneers vs Cosmic Divide,Pioneers,Cosmic Divide,2,1,Pioneers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Ghost Gaming vs Pioneers,Ghost Gaming,Pioneers,1,2,Pioneers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Luminosity vs Bait Academy,Luminosity,Bait Academy,2,0,Luminosity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Akrew vs Renegades,Akrew,Renegades,2,0,Akrew won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Semifinals,Soniqs vs Knights,Soniqs,Knights,0,2,Knights won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Built By Gamers vs TSM,Built By Gamers,TSM,2,0,Built By Gamers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 5,Pioneers vs Luminosity,Pioneers,Luminosity,1,2,Luminosity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 5,Built By Gamers vs Akrew,Built By Gamers,Akrew,2,0,Built By Gamers won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 6,Soniqs vs Luminosity,Soniqs,Luminosity,1,2,Luminosity won
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 6,Rise vs Built By Gamers,Rise,Built By Gamers,2,1,Rise won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Cloud9 vs 100 Thieves,Cloud9,100 Thieves,2,0,Cloud9 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Version1 vs Knights,Version1,Knights,2,0,Version1 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Sentinels vs NRG Esports,Sentinels,NRG Esports,2,1,Sentinels won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,The Guard vs Luminosity,The Guard,Luminosity,2,0,The Guard won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,OpTic Gaming vs Rise,OpTic Gaming,Rise,1,2,Rise won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,XSET vs Evil Geniuses,XSET,Evil Geniuses,2,0,XSET won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Knights vs Sentinels,Knights,Sentinels,1,2,Sentinels won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Evil Geniuses vs Luminosity,Evil Geniuses,Luminosity,1,2,Luminosity won
